Title,Authors,DOI,DOI link,Venue,Citation count,Year
From Hypothesis to Publication: A Comprehensive Survey of AI-Driven Research Support Systems,"Zekun Zhou, Xiaocheng Feng, Lei Huang, Xiachong Feng, Ziyun Song, Ruihan Chen, Liang Zhao, Weitao Ma, Yuxuan Gu, Baoxin Wang, Dayong Wu, Guoping Hu, Ting Liu, Bing Qin",10.48550/arXiv.2503.01424,https://doi.org/10.48550/arXiv.2503.01424,Conference on Empirical Methods in Natural Language Processing,6,2025
A Review of High-Sensitivity Tracking Techniques for Satellite Navigation Signals,"Zhiqiang Gong, Honglei Lin, Zhe Liu, Zengjun Liu, Long Huang, Gang Ou",10.3390/rs17101713,https://doi.org/10.3390/rs17101713,Remote Sensing,1,2025
A Systematic Review on Artificial Intelligence/Deep Learning Applications and Challenges to battle against COVID-19 Pandemic,"M. Agrawal, Shweta Agrawal",10.25303/148da9021,https://doi.org/10.25303/148da9021,Disaster Advances,11,2021
A Systematic Literature Review on Emotion Recognition and Classification in Online Learning,"Xinmiao Zhang, Caixia Liu",10.1002/cpe.70428,https://doi.org/10.1002/cpe.70428,Concurrency and Computation,0,2025
A Review of Video Text Retrieval Research,"Wang Yudi, JiaHui Wu, Zhengang Li, Wang Ya, Jin Ran, Corresponding Author",10.35444/ijana.202517204,https://doi.org/10.35444/ijana.202517204,International journal of advanced networking and applications,0,2025
Deep learning techniques for recommender systems based on collaborative filtering,"Guilherme B. Martins, J. Papa, H. Adeli",10.1111/exsy.12647,https://doi.org/10.1111/exsy.12647,Expert Syst. J. Knowl. Eng.,124,2020
A Review on Community Detection in Large Complex Networks from Conventional to Deep Learning Methods: A Call for the Use of Parallel Meta-Heuristic Algorithms,"M. Al-Andoli, Shing Chiang Tan, W. Cheah, Sin Yin Tan",10.1109/ACCESS.2021.3095335,https://doi.org/10.1109/ACCESS.2021.3095335,IEEE Access,22,2021
GENERATIVE AI-DRIVEN WEB DEVELOPMENT: A COMPREHENSIVE SYSTEMATIC REVIEW AND FUTURE RESEARCH DIRECTIONS,"Nguyen Thu Phuong, Nguyen Thi Dung, Doan Ngoc Phuong",10.56824/vujs.2025a083a,https://doi.org/10.56824/vujs.2025a083a,Vinh University Journal of Science,0,2025
"A Systematic Review on Text Summarization: Techniques, Challenges, Opportunities","Kanta Prasad Sharma, M. A. Yajid, J. Gowrishankar, Rohini Mahajan, A. R. Alsoud, Abhilasha Jadhav, Devendra Singh",10.1111/exsy.13833,https://doi.org/10.1111/exsy.13833,Expert Syst. J. Knowl. Eng.,4,2025
Smart spraying technologies for precision weed management: a review,"Vinay Vijayakumar, Y. Ampatzidis, J. Schueller, Tom Burks",10.1016/j.atech.2023.100337,https://doi.org/10.1016/j.atech.2023.100337,Smart Agricultural Technology,43,2023
Automatic Monitoring in Construction Projects: Scientometric Analysis and Visualization of Research Activities,"Amir Hossein Dalir, Zahra Pezeshki, Mehdi Ravanshadnia, Eugene Krinitsky, I. Sultanguzin",10.1007/s44230-025-00089-3,https://doi.org/10.1007/s44230-025-00089-3,Human-Centric Intelligent Systems,1,2025
State-of-the-art in human-centric studies of AI-enhanced situational awareness within the security domain,"Laura Salmela, Jussi Okkonen, Roosa Heikkiniemi",10.54941/ahfe1005808,https://doi.org/10.54941/ahfe1005808,AHFE International,1,2025
RecCite: A Hybrid Approach to Recommend Potential Papers,"Pratyush Yadav, Nikhila Remala, N. Pervin",10.1109/BigData47090.2019.9006220,https://doi.org/10.1109/BigData47090.2019.9006220,2019 IEEE International Conference on Big Data (Big Data),6,2019
"Deep Learning in Multiple Instance Learning: Methods, Applications, and Research Trends","Mustafa A Jalil, A. Zafra",10.1109/ACCESS.2025.3625449,https://doi.org/10.1109/ACCESS.2025.3625449,IEEE Access,1,2025
Systematic review on neural architecture search,"Sasan Salmani Pour Avval, Nathan D. Eskue, Roger M. Groves, Vahid Yaghoubi",10.1007/s10462-024-11058-w,https://doi.org/10.1007/s10462-024-11058-w,Artificial Intelligence Review,28,2025
Mitigating Zero-Day Vulnerabilities in IIoT Systems: Challenges and Advances in AI-Powered Intrusion Detection Systems,"Khalid Asaad Hashim, Yusnani Binti Mohd Yussoff1, Shahrani Binti Shahbudin",10.58496//mjcs/2025/063,https://doi.org/10.58496//mjcs/2025/063,Mesopotamian Journal of CyberSecurity,0,2025
Linguistics and Artificial Intelligence: A Synthesis of Methods and Prospects for Scientific Integration,"Kubra Alakbarova, Gulrux Huseynova",10.69760/gsrh.0250205003,https://doi.org/10.69760/gsrh.0250205003,Global Spectrum of Research and Humanities,0,2025
"Industrial Site Selection: Methodologies, Advances and Challenges","Dongbo Wang, Yubo Zhu, Xidao Mao, Jianyi Wang, Xiaohui Ji",10.3390/app152111379,https://doi.org/10.3390/app152111379,Applied Sciences,0,2025
Fire Detection with Deep Learning: A Comprehensive Review,"R. N. Vasconcelos, Washington J. S. Franca Rocha, D. Costa, S. G. Duverger, M. M. M. Santana, E. Cambui, Jefferson Ferreira-Ferreira, Mariana Oliveira, L. Barbosa, C. L. Cordeiro",10.3390/land13101696,https://doi.org/10.3390/land13101696,Land,27,2024
A Pilot Study on AI-Assisted Code Generation with Large Language Models for Software Engineering,"Hsiao-Chuan Liu, Chia-Tung Tsai, Min-Yuh Day",10.1007/978-981-97-1711-8_12,https://doi.org/10.1007/978-981-97-1711-8_12,International Conference on Technologies and Applications of Artificial Intelligence,0,2023
GCN-GRU for Junction-Level Traffic Flow Prediction: A Systematic Review and Comparative Synthesis with CNN and LSTM/GRU,"Anidhya Mandot, Shilpa Kanthalia, Arun Vaishnav, Manuj Joshi",10.64189/ict.25309,https://doi.org/10.64189/ict.25309,"Journal of Information and Communications Technology: Algorithms, Systems and Applications",0,2025
Federated Learning on Internet of Things: Extensive and Systematic Review,"M. Aggarwal, Vikas Khullar, Sunita Rani, Thomas André Prola, Shyama Barna Bhattacharjee, Sarowar Morshed Shawon, Nitin Goyal",10.32604/cmc.2024.049846,https://doi.org/10.32604/cmc.2024.049846,"Computers, Materials &amp; Continua",22,2024
AI-Driven Personalisation: Transforming User Experience Across Mobile Applications,"Maxwell Nwanna, Ernest Offiong, Toluwaleke Ogidan, Oluwole Fagbohun, Adeseye Ifaturoti, Oladotun Fasogbon",10.51219/jaimld/maxwell-nwanna/425,https://doi.org/10.51219/jaimld/maxwell-nwanna/425,"Journal of Artificial Intelligence, Machine Learning and Data Science",11,2025
Identifying Key Issues in Integration of Autonomous Ships in Container Ports: A Machine-Learning-Based Systematic Literature Review,"Enna Hirata, Annette Skovsted Hansen",10.3390/logistics8010023,https://doi.org/10.3390/logistics8010023,Logistics,6,2024
How Architectural Heritage Is Moving to Smart: A Systematic Review of HBIM,"Huachun Cui, Jiawei Wu",10.3390/buildings15152664,https://doi.org/10.3390/buildings15152664,Buildings,2,2025
Advancing Intelligent Toolpath Generation: A Systematic Review of CAD–CAM Integration in Industry 4.0 and 5.0,"Marko Simonič, I. Palčič, S. Klančnik",10.5545/sv-jme.2025.1370,https://doi.org/10.5545/sv-jme.2025.1370,Strojniški vestnik - Journal of Mechanical Engineering,1,2025
"Augmented Reality (AR) for Surgical Robotic and Autonomous Systems: State of the Art, Challenges, and Solutions","Jenna Seetohul, Mahmood Shafiee, K. Sirlantzis",10.3390/s23136202,https://doi.org/10.3390/s23136202,Italian National Conference on Sensors,40,2023
Systematic Review of Issues in Identification and Detection of Malicious URLs Using GNN,"Srikar Kulkarni, Kumar Saransh, Prasanna Kandekar",10.23919/INDIACom66777.2025.11115463,https://doi.org/10.23919/INDIACom66777.2025.11115463,International Conference on Computing for Sustainable Global Development,0,2025
Bridging Educational Equity Gaps: A Systematic Review of AI-Driven and New Technologies for Students Living with Disabilities in STEM Education,"K. Shao, D. Wilson, Eric Cho, Sophia Tang, Hanlin Ma, Sep Makhsous",10.18260/1-2--54075,https://doi.org/10.18260/1-2--54075,Proceedings,0,-
A Systematic Review of Using Deep Learning in Aphasia: Challenges and Future Directions,"Yin Wang, Weibin Cheng, Fahim K. Sufi, Qiang Fang, S. Mahmoud",10.3390/computers13050117,https://doi.org/10.3390/computers13050117,De Computis,2,2024
Deep learning and electrocardiography: systematic review of current techniques in cardiovascular disease diagnosis and management,"Zhenyan Wu, Caixia Guo",10.1186/s12938-025-01349-w,https://doi.org/10.1186/s12938-025-01349-w,BioMedical Engineering OnLine,2,2025
Enhanced Keylogger Classification Using Deep Learning: A Systematic Review,"Idowu, P. S., Ayankoya, F. Y.",10.52589/bjcnit-jgxgnutr,https://doi.org/10.52589/bjcnit-jgxgnutr,"British journal of computer, networking and information technology",0,2025
A Systematic Review of Deep Learning for Intelligent Transportation Systems with Analysis and Perspectives,"Aria Hendrawan, R. Gernowo, O. Nurhayati, Christine Dewi",10.20895/infotel.v16i2.1085,https://doi.org/10.20895/infotel.v16i2.1085,Jurnal Infotel,0,2024
A Systematic Literature Review of Hallucinations in Large Language Models,"Christian Woesle, Leopold Fischer-Brandies, Ricardo Buettner",10.1109/ACCESS.2025.3601206,https://doi.org/10.1109/ACCESS.2025.3601206,IEEE Access,2,2025
State of the Art in Intent Detection and Slot Filling for Question Answering System: A Systematic Literature Review,"Anis Syafiqah Mat Zailan, N. H. I. Teo, Nur Atiqah Sia Abdullah, Mike Joy",10.14569/ijacsa.2023.0141103,https://doi.org/10.14569/ijacsa.2023.0141103,International Journal of Advanced Computer Science and Applications,2,2023
A Systematic Review of Medical Expert Systems for Cardiac Arrest Prediction,"Ishleen Kaur, Tanvir Ahmad, M. N. Doja",10.2174/0115748936251658231002043812,https://doi.org/10.2174/0115748936251658231002043812,Current Bioinformatics,2,2023
A Comprehensive Survey of Recommender Systems Based on Deep Learning,"Hongde Zhou, Fei Xiong, Hongshu Chen",10.3390/app132011378,https://doi.org/10.3390/app132011378,Applied Sciences,31,2023
A Survey of Offline Handwritten Signature Verification Based on Deep Learning,"Yusnur Muhtar, Wenxiong Kang, Aliya Rexit, Mahpirat, K. Ubul",10.1109/PRML56267.2022.9882188,https://doi.org/10.1109/PRML56267.2022.9882188,2022 3rd International Conference on Pattern Recognition and Machine Learning (PRML),7,2022
Overview of Judicial Text Summarization Method,Hongtao Zhao,10.54097/qe1xts44,https://doi.org/10.54097/qe1xts44,Highlights in Science Engineering and Technology,2,2024
Integration of Fuzzy Techniques and Formal Representation of Domain and Expert Knowledge in AI Systems: A Comprehensive Review,"Arturo Peralta, J. A. Olivas, Francisco P. Romero, Pedro Navarro",10.37256/cm.6220256231,https://doi.org/10.37256/cm.6220256231,Contemporary Mathematics,0,2025
A Survey of Deep Reinforcement Learning for Robotic Arm Trajectory Planning,"Bin Ren, Haotao Chen, Zewei Shi, Chunhong He",10.1109/IoTAAI66837.2025.11213019,https://doi.org/10.1109/IoTAAI66837.2025.11213019,"2025 7th International Conference on Internet of Things, Automation and Artificial Intelligence (IoTAAI)",0,2025
A Survey of Query Expansion Methods to Improve Relevant Search Engine Results,"Nuhu Yusuf, Mohd Amin Mohd Yunus, Norfaradilla Wahid, A. Mustapha, M. Salleh",10.18517/ijaseit.11.4.8868,https://doi.org/10.18517/ijaseit.11.4.8868,"International Journal on Advanced Science, Engineering and Information Technology",2,2021
Enactment of Sustainable Technovations on Healthcare Sectors,"G. Madaan, Swapna H.R., Anuj Kumar, Amrinder Singh, Arokiaraj David",10.24083/apjhm.v16i3.989,https://doi.org/10.24083/apjhm.v16i3.989,Asia Pacific Journal of Health Management,11,2021
Rise of Deep Learning Clinical Applications and Challenges in Omics Data: A Systematic Review,"M. Mohammed, Karrar Hameed Abdulkareem, Ahmed M. Dinar, Begonya Garcia Zapirain",10.3390/diagnostics13040664,https://doi.org/10.3390/diagnostics13040664,Diagnostics,24,2023
Towards revolutionizing precision healthcare: A systematic literature review of artificial intelligence methods in precision medicine,"Wafae Abbaoui, Sara Retal, Brahim El Bhiri, N. Kharmoum, Soumia Ziti",10.1016/j.imu.2024.101475,https://doi.org/10.1016/j.imu.2024.101475,Informatics in Medicine Unlocked,38,2024
The hunt for the last relevant paper: blending the best of humans and AI,"R. van de Schoot, Bruno Messina Coimbra, Tale Evenhuis, Peter Lombaers, F. Weijdema, Laurens de Bruin, Rutger Neeleman, Elizabeth M. Grandfield, M. Sijbrandij, J. Teijema, Elena Jalsovec, Michiel Bron, Sonja Winter, Jonathan de Bruin, M. van Zuiden",10.1080/20008066.2025.2546214,https://doi.org/10.1080/20008066.2025.2546214,European Journal of Psychotraumatology,1,2025
Decision Support Architecture for Primary Studies Evaluation,V. Nepomuceno,-,-,-,0,2015
Deep Learning Based Methods for Molecular Similarity Searching: A Systematic Review,"Maged Nasser, U. Yusof, N. Salim",10.3390/pr11051340,https://doi.org/10.3390/pr11051340,Processes,12,2023
A Systematic Review of AI-Enabled Professional Development for Pre-Service Teachers: A Bibliometric Analysis Using CiteSpace,"Chunchen Kang, Shu Zhao, Siting Ye",10.1109/ICETT66247.2025.11137074,https://doi.org/10.1109/ICETT66247.2025.11137074,International Conference on Emerging Technological Trends,0,2025
Visualizing the Current Application and Future Directions of GenAI-Supported Student Learning and Development,XiFeng Liao,10.4018/ijwltt.394575,https://doi.org/10.4018/ijwltt.394575,International Journal of Web-Based Learning and Teaching Technologies,0,2025
Systematic Review of Machine Learning and Deep Learning Techniques for Spatiotemporal Air Quality Prediction,"I. E. Agbehadji, I. Obagbuwa",10.3390/atmos15111352,https://doi.org/10.3390/atmos15111352,Atmosphere,26,2024
Skin Cancer Classification With Deep Learning: A Systematic Review,"Yinhao Wu, B. Chen, An Zeng, Dan Pan, Ruixuan Wang, Shen Zhao",10.3389/fonc.2022.893972,https://doi.org/10.3389/fonc.2022.893972,Frontiers in Oncology,107,2022
Natural Language Processing Techniques for Text Classification of Biomedical Documents: A Systematic Review,"C. Kesiku, Andrea Cháves-Villota, B. Garcia-Zapirain",10.3390/info13100499,https://doi.org/10.3390/info13100499,Inf.,20,2022
Synergizing RAG and Reasoning: A Systematic Review,"Yunfan Gao, Yun Xiong, Yijie Zhong, Yuxi Bi, Ming Xue, Haofen Wang",10.48550/arXiv.2504.15909,https://doi.org/10.48550/arXiv.2504.15909,arXiv.org,21,2025
Current Status and Trends in Rumor Governance: A Visual Analysis based on CiteSpace,"Zhixuan Zhang, Yi Zhang, Dandan Wang",10.62051/ijsspa.v6n2.19,https://doi.org/10.62051/ijsspa.v6n2.19,International Journal of Social Sciences and Public Administration,0,2025
"Deep learning for prognostics and health management: State of the art, challenges, and opportunities","Behnoush Rezaeianjouybari, Yi Shang",10.1016/j.measurement.2020.107929,https://doi.org/10.1016/j.measurement.2020.107929,-,198,2020
Toward carbon neutrality: a bibliometric analysis of technological innovation and global emission reductions,"Yu Cao, Fulin Qi, Huanyu Cui",10.1007/s11356-023-27684-w,https://doi.org/10.1007/s11356-023-27684-w,Environmental science and pollution research international,12,2023
"Technological convergence in the metaverse: challenges and solutions from blockchain, AI, and digital rights","José Humberto Puente, Gerardo Contreras-Piña",10.56294/mr2024.108,https://doi.org/10.56294/mr2024.108,Metaverse Basic and Applied Research,1,2024
Systematic Review on Chronic Kidney Disease Detection Using Deep Learning,"Y. Surekha, J. A. Valan",10.1109/ICICT64420.2025.11005285,https://doi.org/10.1109/ICICT64420.2025.11005285,International Congress on Information and Communication Technology,0,2025
Leveraged Cognitive Data Analytics and Artificial Intelligence to Enhance Sustainable Agricultural Practices: A Systematic Review,"W. Nuankaew, Patchara Nasa-ngium, Pratya Nuankaew",10.14569/ijacsa.2025.0160648,https://doi.org/10.14569/ijacsa.2025.0160648,International Journal of Advanced Computer Science and Applications,0,2025
Hierarchical Structure of Depression Knowledge Network and Co-word Analysis of Focus Areas,"Qingyue Yu, Zihao Wang, Zeyu Li, Xuejun Liu, Fredrick Oteng Agyeman, Xinxing Wang",10.3389/fpsyg.2022.920920,https://doi.org/10.3389/fpsyg.2022.920920,Frontiers in Psychology,8,2022
9 Hierarchical arrangement of scholarly and novel information (HASANI): a digital platform to synthesize research evidence in real time,"Izhar Hasan, Uzair Hasan, Babar Rao, Salman Habib Abbasi",10.1136/bmjebm-2019-EBMLive.17,https://doi.org/10.1136/bmjebm-2019-EBMLive.17,Oral Presentations,0,2019
Systematic Literature Review on Parallel Sorting and Searching Algorithms for Graph Analytics Problems,"Shajil Kumar P A, R. S. Rao Kunte, Pallavi Vaidya",10.55011/staiqc.2023.3101,https://doi.org/10.55011/staiqc.2023.3101,Sparklinglight Transactions on Artificial Intelligence and Quantum Computing,0,2023
"Emotion Recognition and Multimodal Fusion in Smart Cockpits: Advancements, Challenges, and Future Directions","Dengwu Chen, Haoze Li, Zixuan Zhu",10.1051/itmconf/20257802004,https://doi.org/10.1051/itmconf/20257802004,ITM Web of Conferences,0,2025
Models and Techniques for Domain Relation Extraction: A Survey,"Jiahui Wang, Kun Yue, Liang Duan",-,-,-,19,2023
Unmanned Aerial Vehicle-based Applications in Smart Farming: A Systematic Review,"E. Raouhi, Mohamed Lachgar, Hamid Hrimech, A. Kartit",10.14569/ijacsa.2023.01406123,https://doi.org/10.14569/ijacsa.2023.01406123,International Journal of Advanced Computer Science and Applications,30,2023
"Understanding Studies of Online Health Care Service Platforms in China: A Systematic Review of Research Topics, Data Analysis Methods, and Challenges (Preprint)","Chao Che, Yongxue Shan, Yong-xing Zhu, Xiaopeng Wei",10.2196/preprints.31602,https://doi.org/10.2196/preprints.31602,-,0,2021
"Roles of Iot, big data and machine learning in precision agriculture: a systematic review","E. S. Mughele, O.S. Okuyade, I. M. Abdullahi, D. Maliki, I. A. Duada",10.4314/sa.v23i1.3,https://doi.org/10.4314/sa.v23i1.3,Scientific African,0,2024
"AI AGENTS: A SYSTEMATIC REVIEW OF ARCHITECTURES, COMPONENTS, AND EVOLUTIONARY TRAJECTORIES IN AUTONOMOUS DIGITAL SYSTEMS",Mohit Bharti,10.34218/ijcet_16_01_065,https://doi.org/10.34218/ijcet_16_01_065,INTERNATIONAL JOURNAL OF COMPUTER ENGINEERING & TECHNOLOGY,1,2025
Deep learning techniques for stock market forecasting,"Yifei Chen, Jiaxin Shen, Runyu Tian, Yeming Wang",10.1117/12.2628033,https://doi.org/10.1117/12.2628033,Other Conferences,0,2022
Advancing Precision Agriculture Through Digital Twins and Smart Farming Technologies: A Review,"Muhammad Awais, Xiuquan Wang, Sajjad Hussain, Farhan Aziz, M. Mahmood",10.3390/agriengineering7050137,https://doi.org/10.3390/agriengineering7050137,AgriEngineering,7,2025
Utilizing intelligent technologies in construction and demolition waste management: From a systematic review to an implementation framework,"Zezhou Wu, Tianjia Pei, Zhikang Bao, NG S.Thomas, Guoyang Lu, Ke Chen, Front. Eng. Manag",10.1007/s42524-024-0144-4,https://doi.org/10.1007/s42524-024-0144-4,Frontiers of Engineering Management,18,2024
Integration of deep learning and extended reality technologies in construction engineering and management: a mixed review method,"Yee Sye Lee, A. Rashidi, A. Talei, M. Arashpour, Farzad Pour Rahimian",10.1108/ci-04-2022-0075,https://doi.org/10.1108/ci-04-2022-0075,Construction Innovation,10,2022
"Past, present, and future of anthropomorphism in hospitality & tourism: conceptualization and systematic review","Rehan Husain, Vir Ved Ratna, A. Saxena",10.1080/19368623.2023.2232382,https://doi.org/10.1080/19368623.2023.2232382,Journal of Hospitality Marketing &amp; Management,31,2023
Applications of Large Language Models and Multimodal Large Models in Autonomous Driving: A Comprehensive Review,"Jing Li, Jingyuan Li, Guo Yang, Lie Yang, Haozhuang Chi, Lichao Yang",10.3390/drones9040238,https://doi.org/10.3390/drones9040238,Drones,13,2025
Deep Learning-Based Recommender Systems - A Systematic Review and Future Perspective,"S. Krishnamoorthi, Gopal K. Shyam",10.1007/978-981-99-6706-3_33,https://doi.org/10.1007/978-981-99-6706-3_33,International Conference on Frontiers in Intelligent Computing: Theory and Applications,0,2023
RAG-Driven Memory Architectures in Conversational LLMs—A Literature Review With Insights Into Emerging Agriculture Data Sharing,"Nur Arifin Akbar, Rahool Dembani, B. Lenzitti, Domenico Tegolo",10.1109/ACCESS.2025.3589241,https://doi.org/10.1109/ACCESS.2025.3589241,IEEE Access,1,2025
Scientific quantitative analysis based on the theme of robot-advisors,"Chung-Lien Pan, Xinyi Luo",10.1145/3766918.3766958,https://doi.org/10.1145/3766918.3766958,Proceedings of the 2025 International Conference on Generative Artificial Intelligence for Business,0,2025
A Systematic Review on UAV Remote Sensing Multimodal Data Fusion Strategies with Deep Learning Architectures,"Xu Zhou, Aiai Ren, Guoqing Li, Jing Li, Li Qiao, Jun Yan, Jun Shen",10.1109/IGARSS55030.2025.11243656,https://doi.org/10.1109/IGARSS55030.2025.11243656,IEEE International Geoscience and Remote Sensing Symposium,0,2025
"AI‐Augmented Search for Systematic Reviews: 
A Comparative Analysis","Valerie Vera, Vedant Khandelwal, Kaushik Roy, Ritvik Garimella, Harshul Surana, Amit P. Sheth",10.1002/pra2.1290,https://doi.org/10.1002/pra2.1290,Proceedings of the Association for Information Science and Technology,0,2025
"A Review of Machine Learning and Deep Learning Methods for Person Detection, Tracking and Identification, and Face Recognition with Applications","B. Amirgaliyev, Miras Mussabek, Tomiris Rakhimzhanova, A. Zhumadillayeva",10.3390/s25051410,https://doi.org/10.3390/s25051410,Italian National Conference on Sensors,9,2025
Bibliometric analysis and systematic review of research on expert finding a PRISMA-guided approach,"Xuan-Lam Pham, Thi Thu Le",10.34028/iajit/21/4/9,https://doi.org/10.34028/iajit/21/4/9,˜The œinternational Arab journal of information technology,7,2024
Augmented Reality with Deep Learning in Smart Education: A Survey of Advances and Challenges,"Kamal Mohan, Professor Bansal, Associate Professor Seema Sodhi, Rashmi Singh",10.71143/wnjfdq23,https://doi.org/10.71143/wnjfdq23,"International Journal of Research and Review in Applied Science, Humanities, and Technology",0,2025
Technological advancements in multi-modal knowledge graphs for engineering management,"Jingqi Zhang, Shaohua Jiang",10.1108/ecam-02-2024-0252,https://doi.org/10.1108/ecam-02-2024-0252,Engineering Construction and Architectural Management,1,2025
Single and Multi-Documents Text Summarization Technologies for Natural Language Processing: a Systematic Review on Method and Dataset,"A. A. Sukmandhani, Arief Ramadhan, E. Abdurachman, A. Trisetyarso",10.1109/iccit55355.2022.10118868,https://doi.org/10.1109/iccit55355.2022.10118868,International Conference on Communications and Information Technology,1,2022
A Systematic Literature Review of Software Vulnerability Mining Approaches Based on Symbolic Execution,"Lining Li, Rong Ren, Jun Dong, Bing Zhang, Xu Kang",10.1142/s0218194025300027,https://doi.org/10.1142/s0218194025300027,International journal of software engineering and knowledge engineering,0,2025
Editorial: Ecosystems-centered health and care innovation,"A. Koumpis, Panagiotis D. Bamidis, Elisio Costa, E. Konstantinidis",10.3389/fmed.2025.1567993,https://doi.org/10.3389/fmed.2025.1567993,Frontiers in Medicine,1,2025
Deep learning approaches for resolving genomic discrepancies in cancer: a systematic review and clinical perspective,"Muhammad Zubair, Ali Haider Khan, Syed Fakhar Bilal, Jianqiang Li",10.1093/bib/bbaf541,https://doi.org/10.1093/bib/bbaf541,Briefings Bioinform.,0,2025
Knowledge management in organization and the large language models,Yuri A. Zelenkov,10.21638/spbu18.2024.309,https://doi.org/10.21638/spbu18.2024.309,Russian Management Journal,0,2024
A Review of Machine Learning Techniques in Agroclimatic Studies,"Dania Tamayo-Vera, Xiuquan Wang, Morteza Mesbah",10.3390/agriculture14030481,https://doi.org/10.3390/agriculture14030481,Agriculture,22,2024
The Role of Transformer Models in Advancing Blockchain Technology: A Systematic Review,"Tianxu Liu, Yanbin Wang, Jianguo Sun, Ye Tian, Yanyu Huang, Tao Xue, Peiyue Li, Yiwei Liu",-,-,-,1,-
Deep Learning Approaches to Author Name Disambiguation: A Survey,"Francesca Cappelli, Giovanni Colavizza, Silvio Peroni",10.1007/s00799-025-00428-6,https://doi.org/10.1007/s00799-025-00428-6,International Journal on Digital Libraries,1,2025
Advanced Deep Learning Approaches in Detection Technologies for Comprehensive Breast Cancer Assessment Based on WSIs: A Systematic Literature Review,"Qiaoyi Xu, A. Adam, Azizi Abdullah, Nurkhairul Bariyah",10.3390/diagnostics15091150,https://doi.org/10.3390/diagnostics15091150,Diagnostics,2,2025
Design Application and Evolution of 3D Visualization Technology in Architectural Heritage Conservation: A CiteSpace-Based Knowledge Mapping and Systematic Review (2005–2024),"Jingyi Wang, S. A. Zakaria",10.3390/buildings15111854,https://doi.org/10.3390/buildings15111854,Buildings,6,2025
Deep learning in acupuncture: A systematic review.,"Shu-Cheng Chen, Yiliang Chen, W. Yeung, Ge Ren, Shuyang Chen, Hao-Xun Du, Jing Qin",10.1016/j.artmed.2025.103300,https://doi.org/10.1016/j.artmed.2025.103300,Artificial Intelligence in Medicine,0,2025
Recommendation System Based on Machine Learning and Deep Learning in Varied Perspectives: A Systematic Review,"T. Lalitha, P. Sreeja",10.1007/978-981-16-0882-7_36,https://doi.org/10.1007/978-981-16-0882-7_36,Italian Conference on Theoretical Computer Science,5,2021
AI-Driven Eco-Responsive Building Systems: Machine Learning-Based Adaptive Building Environment and Ecological Community Co-evolution Research,Yiyi Xu,10.64252/vyj20756,https://doi.org/10.64252/vyj20756,International Journal of Environmental Science,0,2025
A Comprehensive Review of Sentiment Analysis: From Rule-Based Methods to Deep Learning and Future Directions,N. John Kuotsu,10.21275/sr241104194610,https://doi.org/10.21275/sr241104194610,International Journal of Science and Research (IJSR),0,2024
Digital traceability in horticulture: a systematic review of edge-cloud-blockchain-terminal (ECBT) integration with IoT and AI technologies,"Yan Huang, Xin Li, Luyi Xu, Yongqiang Ma",10.3389/fbloc.2025.1636627,https://doi.org/10.3389/fbloc.2025.1636627,Frontiers in Blockchain,1,2025
Non-Invasive Biosensing for Healthcare Using Artificial Intelligence: A Semi-Systematic Review,"Tanvir Islam, Peter Washington",10.3390/bios14040183,https://doi.org/10.3390/bios14040183,Biosensors,11,2024
Machine Learning as a Support Tool for Early Diagnosis in Children with Autism Spectrum Disorder: A Systematic Review of the Literature - Scopus,"Willian Javier Ocampo-Pazos, C. González-González",10.1109/JICV59748.2023.10565642,https://doi.org/10.1109/JICV59748.2023.10565642,2023 XIII International Conference on Virtual Campus (JICV),2,2023
Innovación tecnológica y sustentabilidad: Una revisión sistemática de la literatura desde una perspectiva de bibliometría,"César Aguado Cortés, Judas Noé Moctezuma Medina, Joaquín Orduña-Trujillo",10.19044/esj.2025.v21n38p160,https://doi.org/10.19044/esj.2025.v21n38p160,European Scientific Journal,0,2025
Retrieving and discovering new knowledge from documents' abstracts in scientific databases: Proposing a query-based abstractive summarization model,"Neda Abbasi Dashtaki, Mozafar CheshmehSohrabi, Mitra Pashootanizadeh, Hamidreza Baradaran Kashani",10.1016/j.jjimei.2025.100366,https://doi.org/10.1016/j.jjimei.2025.100366,Int. J. Inf. Manag. Data Insights,0,2025
"A Bibliometric and Systematic Review of Manufacturing-as-a-Service: Literature Insights, Challenges, and Future Trends","Anastasia Karamanli, Alexandros Xanthopoulos, A. Gasteratos, Dimitrios E. Koulouriotis",10.3390/app15052440,https://doi.org/10.3390/app15052440,Applied Sciences,4,2025
Recent Advances in DL-based Text Summarization: A Systematic Review,"Utkarsh Dixit, Sonam Gupta, A. Yadav, Divakar Yadav",10.1109/ICACITE57410.2023.10183122,https://doi.org/10.1109/ICACITE57410.2023.10183122,2023 3rd International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE),3,2023
Road Traffic Accident Prediction Based on Multi-Source Data – A Systematic Review,"Meiling He, Guangrong Meng, Xiaohui Wu, Xun Han, Jiangyang Fan",10.7307/ptt.v37i2.763,https://doi.org/10.7307/ptt.v37i2.763,Promet - Traffic&amp;Transportation,1,2025
Technical development and future prospects of cooperative terminal guidance based on knowledge graph analysis: a review,"Shuangxi Liu, Zehuai Lin, Wei Huang, B. Yan",10.1631/jzus.A2400317,https://doi.org/10.1631/jzus.A2400317,Journal of Zhejiang University: Science A,7,2025
